Source,File,Class,ID,FieldID,Type,Altitude,SensorToken,TreeKey,VRI,GlobalPF50,CorePF50,PGF50,CPC90
L1,060/0_0148_1_2_060_1.las,0,0148,1,2,60,1,1|0148|2,166.90648585630024,0.9812771648278168,0.9141104294478528,1.0,0.8214001203699945
L1,060/0_0146_1_2_060_1.las,0,0146,1,2,60,1,1|0146|2,13.793443661705794,0.9024509803921568,0.6920943134535368,1.0,0.8328730142029186
L1,060/0_0169_1_2_060_1.las,0,0169,1,2,60,1,1|0169|2,966.384039028289,0.9938983050847456,0.9764150943396226,1.0,0.931993644283436
L1,060/0_0172_1_2_060_1.las,0,0172,1,2,60,1,1|0172|2,14.809281242922932,0.8912233141308031,0.755591054313099,0.96,0.923936267450923
L1,060/0_0165_1_2_060_1.las,0,0165,1,2,60,1,1|0165|2,3.345349727306508,0.5826421800947867,0.2002706359945872,0.8,0.6179823913222353
L1,060/0_0174_1_2_060_1.las,0,0174,1,2,60,1,1|0174|2,30.65613822015572,0.9617655327523194,0.918956043956044,1.0,0.8482133296685419
L1,060/0_0243_1_2_060_1.las,0,0243,1,2,60,1,1|0243|2,76.21435535779517,0.9486543909348442,0.8410174880763116,1.0,0.8188291695739396
L1,060/0_0237_1_2_060_1.las,0,0237,1,2,60,1,1|0237|2,38.04358833096338,0.9745704467353952,0.9578107183580388,1.0,0.93157848501181
L1,060/0_0127_1_2_060_1.las,0,0127,1,2,60,1,1|0127|2,10.972996887822829,0.9019434628975264,0.8579823702252694,1.0,0.9803168943655084
L1,060/0_0142_1_2_060_1.las,0,0142,1,2,60,1,1|0142|2,7.080667934526788,0.8771093176815847,0.7944535073409462,1.0,0.8791585152820383
L1,060/0_0250_1_2_060_1.las,0,0250,1,2,60,1,1|0250|2,28.229952960563946,0.947652040030793,0.823019801980198,1.0,0.965789803236686
L1,060/0_0249_1_2_060_1.las,0,0249,1,2,60,1,1|0249|2,19.41320141234378,0.9477947794779478,0.8385167464114832,1.0,0.9588176641914408
L1,060/0_0171_1_2_060_1.las,0,0171,1,2,60,1,1|0171|2,49.30249908075261,0.9438103599648816,0.7893617021276595,1.0,0.7946190228342453
L1,060/0_0228_1_2_060_1.las,0,0228,1,2,60,1,1|0228|2,39.11729513102624,0.948213360952874,0.7710280373831776,1.0,0.8712281849173724
L1,060/0_0154_1_2_060_1.las,0,0154,1,2,60,1,1|0154|2,8.880703704456893,0.8893609488405028,0.6820615796519411,1.0,0.8982460940529643
L1,060/0_0327_1_1_060_1.las,0,0327,1,1,60,1,1|0327|1,48.711395766884976,0.9622641509433962,0.8429319371727748,1.0,0.8800243413569641
L1,060/0_0240_1_2_060_1.las,0,0240,1,2,60,1,1|0240|2,29.006197531380096,0.9668456689236516,0.9229934924078091,1.0,0.9472691525648316
L1,060/0_0270_1_2_060_1.las,0,0270,1,2,60,1,1|0270|2,6.7004713262256175,0.8616256264981478,0.7885416666666667,1.0,0.9326743823100296
L1,060/0_0272_1_2_060_1.las,0,0272,1,2,60,1,1|0272|2,1484.5941048932314,0.9878725590955808,0.9500446030330062,1.0,0.8896290074555966
L1,060/0_0336_1_2_060_1.las,0,0336,1,2,60,1,1|0336|2,256.1134709637336,0.991177468612148,0.966832504145937,1.0,0.9461874101805672
L1,060/0_0269_1_2_060_1.las,0,0269,1,2,60,1,1|0269|2,39.33773577439655,0.9752650176678446,0.9242718446601942,1.0,0.9571721631031026
L1,060/0_0342_1_2_060_1.las,0,0342,1,2,60,1,1|0342|2,54.52454995005717,0.957623215108245,0.8364779874213837,1.0,0.9153810347120634
L1,060/0_0308_1_1_060_1.las,0,0308,1,1,60,1,1|0308|1,94.9902720068473,0.9729468599033816,0.9212962962962964,1.0,0.9628528799113198
L1,060/0_0260_1_2_060_1.las,0,0260,1,2,60,1,1|0260|2,5.674721108411792,0.8382624768946395,0.7044868488911811,1.0,0.9558687835419248
L1,060/0_0349_1_2_060_1.las,0,0349,1,2,60,1,1|0349|2,75.29917614573704,0.9566483338725332,0.8625730994152047,1.0,0.8801189201606399
L1,060/0_0353_1_2_060_1.las,0,0353,1,2,60,1,1|0353|2,128.077507757251,0.975085324232082,0.8931297709923665,1.0,0.9318756017917952
L1,060/0_0259_1_2_060_1.las,0,0259,1,2,60,1,1|0259|2,13.124103374145772,0.9303542673107892,0.8838427947598253,1.0,0.966368260748448
L1,060/0_0244_1_2_060_1.las,0,0244,1,2,60,1,1|0244|2,68.71708199409086,0.9758477677482312,0.8933189655172413,1.0,0.8894870907312198
L1,060/0_0359_1_2_060_1.las,0,0359,1,2,60,1,1|0359|2,116.30439239744508,0.9518321513002364,0.8333333333333334,1.0,0.9085110469974942
L1,060/0_0340_1_2_060_1.las,0,0340,1,2,60,1,1|0340|2,78.09999733953228,0.9610789980732176,0.852233676975945,1.0,0.7878801338426471
L1,060/0_0262_1_2_060_1.las,0,0262,1,2,60,1,1|0262|2,5.611316749455334,0.8439625850340136,0.7651309846431797,1.0,0.967183708038304
L1,060/0_0338_1_2_060_1.las,0,0338,1,2,60,1,1|0338|2,33.41722804980421,0.9299014238773274,0.7085427135678392,1.0,0.8491400122501972
L1,060/0_0361_1_2_060_1.las,0,0361,1,2,60,1,1|0361|2,70.13088344269437,0.9564220183486238,0.8326848249027238,1.0,0.9005726823073176
L1,060/0_0271_1_2_060_1.las,0,0271,1,2,60,1,1|0271|2,8.281671429886151,0.8924429479985035,0.8306055646481179,1.0,0.9039003120056928
L1,060/0_0365_1_2_060_1.las,0,0365,1,2,60,1,1|0365|2,93.43001133694332,0.9884942471235618,0.9944506104328524,1.0,0.9162284945128428
L1,060/0_0155_1_2_060_1.las,0,0155,1,2,60,1,1|0155|2,161.6394293589776,0.9849279161205766,0.9313432835820896,1.0,0.9103703502891816
L1,060/0_0346_1_2_060_1.las,0,0346,1,2,60,1,1|0346|2,168.9687858006387,0.9807174887892376,0.9284210526315788,1.0,0.890586278389873
L1,060/0_0345_1_2_060_1.las,0,0345,1,2,60,1,1|0345|2,57.514797960986094,0.9485232067510548,0.8178343949044586,1.0,0.8358252449721042
L1,060/0_0368_1_2_060_1.las,0,0368,1,2,60,1,1|0368|2,65.03986276323582,0.9849490925188136,0.9476744186046512,1.0,0.954403546496271
L1,060/0_0358_1_2_060_1.las,0,0358,1,2,60,1,1|0358|2,77.85022633677255,0.9724867724867724,0.8803827751196173,1.0,0.8733304472734087
L1,060/0_0356_1_2_060_1.las,0,0356,1,2,60,1,1|0356|2,43.51310294863365,0.910024796315976,0.7331240188383046,1.0,0.7401905629180225
L1,060/0_0431_1_2_060_1.las,0,0431,1,2,60,1,1|0431|2,23.02327637699389,0.9586919104991394,0.877431906614786,1.0,0.9712399460369936
L1,060/0_0348_1_2_060_1.las,0,0348,1,2,60,1,1|0348|2,91.79101687738726,0.9820964481663298,0.920410783055199,1.0,0.8954480190168931
L1,060/0_0343_1_2_060_1.las,0,0343,1,2,60,1,1|0343|2,64.94785588029343,0.9703903095558546,0.8698224852071006,1.0,0.91923428419046
L1,060/0_0367_1_2_060_1.las,0,0367,1,2,60,1,1|0367|2,84.3767907934794,0.9741803278688524,0.8804554079696395,1.0,0.8902805649875409
L1,060/0_0366_1_2_060_1.las,0,0366,1,2,60,1,1|0366|2,179.34254165741834,0.9934752747252747,0.9905956112852664,1.0,0.9602353813046864
L1,060/0_0440_1_2_060_1.las,0,0440,1,2,60,1,1|0440|2,52.53112435086128,0.9417989417989416,0.7401668653158522,1.0,0.8222335030230716
L1,060/0_0360_1_2_060_1.las,0,0360,1,2,60,1,1|0360|2,18.106666211860617,0.947042494127696,0.8190559440559441,1.0,0.9431481246657588
L1,060/0_0447_1_2_060_1.las,0,0447,1,2,60,1,1|0447|2,64.66195709655169,0.9549414238510064,0.8272727272727273,1.0,0.8802954009581091
L1,060/0_0452_1_2_060_1.las,0,0452,1,2,60,1,1|0452|2,86.08262127011902,0.9575361642557164,0.8190854870775348,1.0,0.8111141827581837
L1,060/0_0443_1_2_060_1.las,0,0443,1,2,60,1,1|0443|2,46.69951270460488,0.9753218884120172,0.9132770529547198,1.0,0.9645085858898854
L1,060/0_0455_1_2_060_1.las,0,0455,1,2,60,1,1|0455|2,172.80344907782984,0.9942510380070264,0.9793956043956044,1.0,0.9650139896444944
L1,060/0_0434_1_2_060_1.las,0,0434,1,2,60,1,1|0434|2,143.33866058800464,0.9906616862326574,0.9746987951807228,1.0,0.9516125263352287
L1,060/0_0462_1_2_060_1.las,0,0462,1,2,60,1,1|0462|2,118.56903399957316,0.9917780061664954,1.0,1.0,0.903475445805748
L1,060/0_0369_1_2_060_1.las,0,0369,1,2,60,1,1|0369|2,1348.849195671804,0.9984045382024463,0.9963976945244956,1.0,0.9285122371133384
L1,060/0_0470_1_2_060_1.las,0,0470,1,2,60,1,1|0470|2,241.37090223689896,0.9562373110760208,0.8362745098039216,1.0,0.9290481188241064
L1,060/0_0467_1_2_060_1.las,0,0467,1,2,60,1,1|0467|2,7.284004793762332,0.8686418907347149,0.8166118421052632,1.0,0.9361531897827098
L1,060/0_0448_1_2_060_1.las,0,0448,1,2,60,1,1|0448|2,94.4069251027695,0.96763883339992,0.8646748681898067,1.0,0.8862211342812211
L1,060/0_0457_1_2_060_1.las,0,0457,1,2,60,1,1|0457|2,46.41985837092656,0.9517506404782238,0.8276422764227642,1.0,0.8723248250043774
L1,060/0_0474_1_2_060_1.las,0,0474,1,2,60,1,1|0474|2,142.75696706747357,0.992620624408704,0.9731601731601732,1.0,0.9276202448641075
L1,060/0_0475_1_2_060_1.las,0,0475,1,2,60,1,1|0475|2,20.721158052082075,0.9544395547501942,0.9930313588850174,1.0,0.88750910339012
L1,060/0_0461_1_2_060_1.las,0,0461,1,2,60,1,1|0461|2,84.02960434986247,0.9693835333057508,0.8659420289855072,1.0,0.9418378587191564
L1,060/0_0536_1_2_060_1.las,0,0536,1,2,60,1,1|0536|2,360.2032418925612,0.9972388403129314,0.9937238493723848,1.0,0.980314231180256
L1,060/0_0543_1_2_060_1.las,0,0543,1,2,60,1,1|0543|2,106.94091915388964,0.988556338028169,0.9742173112338858,1.0,0.9652626611259322
L1,060/0_0468_1_2_060_1.las,0,0468,1,2,60,1,1|0468|2,143.18693076880453,0.9635267998731368,0.8690647482014389,1.0,0.8624992281641726
L1,060/0_0463_1_2_060_1.las,0,0463,1,2,60,1,1|0463|2,29.942462968505414,0.9517261556465768,0.8586387434554974,1.0,0.9322535323883172
L1,060/0_0480_1_2_060_1.las,0,0480,1,2,60,1,1|0480|2,53.35586961091746,0.9313885647607936,0.7242841993637328,1.0,0.8145390631624074
L1,060/0_0542_1_2_060_1.las,0,0542,1,2,60,1,1|0542|2,185.61200426177905,0.991635687732342,0.9868593955321944,1.0,0.9546029779616612
L1,060/0_0540_1_2_060_1.las,0,0540,1,2,60,1,1|0540|2,83.12881525161643,0.9540059347181008,0.8004484304932735,1.0,0.9302915673942056
L1,060/0_0479_1_2_060_1.las,0,0479,1,2,60,1,1|0479|2,45.94196514603389,0.9300100704934542,0.697841726618705,1.0,0.8582452731055094
L1,060/0_0477_1_2_060_1.las,0,0477,1,2,60,1,1|0477|2,23.34981404874421,0.9558779982232752,0.9422818791946308,1.0,0.9457957384348088
L1,060/0_0552_1_2_060_1.las,0,0552,1,2,60,1,1|0552|2,3436.915883836547,0.9991470002843332,0.9962453066332916,1.0,0.9099420566864984
L1,060/0_0531_1_2_060_1.las,0,0531,1,2,60,1,1|0531|2,17.712729714926482,0.9467345993515516,0.9643564356435644,1.0,0.9780454357432866
L1,060/0_0550_1_2_060_1.las,0,0550,1,2,60,1,1|0550|2,30.088214644667904,0.9435014548981572,0.8179937952430196,1.0,0.898156853113439
L1,060/0_0476_1_2_060_1.las,0,0476,1,2,60,1,1|0476|2,6.071801989264189,0.8483300589390963,0.7657308809293321,1.0,0.9346292845185096
L1,060/0_0439_1_2_060_1.las,0,0439,1,2,60,1,1|0439|2,77.87486462381574,0.9873722188815394,0.9790209790209792,1.0,0.954460555928398
L1,060/0_0551_1_2_060_1.las,0,0551,1,2,60,1,1|0551|2,192.45671163749876,0.9699248120300752,0.8927835051546392,1.0,0.8711868952360352
L1,060/0_0449_1_2_060_1.las,0,0449,1,2,60,1,1|0449|2,107.67301410143544,0.9769618430525558,0.914962325080732,1.0,0.8612410525801668
L1,060/0_0567_1_2_060_1.las,0,0567,1,2,60,1,1|0567|2,50.03573439723314,0.9591977869986168,0.8620689655172413,1.0,0.9309513933898328
L1,060/0_0541_1_2_060_1.las,0,0541,1,2,60,1,1|0541|2,47.45902610035781,0.9470128022759602,0.7688524590163934,1.0,0.9151442138325916
L1,060/0_0481_1_2_060_1.las,0,0481,1,2,60,1,1|0481|2,57.733994339751305,0.9825334916059012,0.9828486204325132,1.0,0.93392931747734
L1,060/0_0629_1_2_060_1.las,0,0629,1,2,60,1,1|0629|2,174.63603437626878,0.9943316013226264,0.9742489270386266,1.0,0.9313712733881764
L1,060/0_0568_1_2_060_1.las,0,0568,1,2,60,1,1|0568|2,12.102515871160504,0.9220741599073,0.7599093997734995,1.0,0.957363374228724
L1,060/0_0545_1_2_060_1.las,0,0545,1,2,60,1,1|0545|2,73.55453229044659,0.9774416135881104,0.9228070175438596,1.0,0.96209640994566
L1,060/0_0636_1_2_060_1.las,0,0636,1,2,60,1,1|0636|2,169.4307285944156,0.9915895710681244,0.9884297520661156,1.0,0.8791013622107321
L1,060/0_0539_1_2_060_1.las,0,0539,1,2,60,1,1|0539|2,9.847850940046635,0.8924114671163575,0.8071146245059289,1.0,0.9181307193313222
L1,060/0_0561_1_2_060_1.las,0,0561,1,2,60,1,1|0561|2,16.787142421224157,0.8885209713024282,0.6817102137767221,0.9583333333333334,0.867582546549417
L1,060/0_0556_1_2_060_1.las,0,0556,1,2,60,1,1|0556|2,21.41797560558996,0.944773790951638,0.9038189533239038,1.0,0.9662354084703704
L1,060/0_0638_1_2_060_1.las,0,0638,1,2,60,1,1|0638|2,12.951584704913644,0.9122644423849244,0.7951668584579977,1.0,0.9643455279484796
L1,060/0_0632_1_2_060_1.las,0,0632,1,2,60,1,1|0632|2,13.915984936922507,0.8427903871829105,0.7091038406827881,1.0,0.9358714790343544
L1,060/0_0643_1_2_060_1.las,0,0643,1,2,60,1,1|0643|2,27.609624497290437,0.9652213188798556,0.8665511265164645,1.0,0.9604561653906812
L1,060/0_0549_1_2_060_1.las,0,0549,1,2,60,1,1|0549|2,39.87587578751581,0.9552450864314468,0.8383733055265902,1.0,0.9354483812277774
L1,060/0_0644_1_2_060_1.las,0,0644,1,2,60,1,1|0644|2,24.54602904020026,0.9571639586410636,0.955665024630542,1.0,0.945305596461776
L1,060/0_0565_1_2_060_1.las,0,0565,1,2,60,1,1|0565|2,18.807337530736888,0.9498069498069498,0.8907330567081605,1.0,0.9467072930408807
L1,060/0_0650_1_2_060_1.las,0,0650,1,2,60,1,1|0650|2,16.045808323843463,0.8691542288557214,0.6575342465753424,1.0,0.6930631483473175
L1,060/0_0628_1_2_060_1.las,0,0628,1,2,60,1,1|0628|2,7.880195797815886,0.8775582215949188,0.651702786377709,1.0,0.9527953347141994
L1,060/0_0627_1_2_060_1.las,0,0627,1,2,60,1,1|0627|2,28.52994460304397,0.9625064201335388,0.8606911447084233,1.0,0.9437317656062084
L1,060/0_0657_1_2_060_1.las,0,0657,1,2,60,1,1|0657|2,102.16515199299468,0.9768664563617244,0.8974358974358975,1.0,0.8979568877659894
L1,060/0_0641_1_2_060_1.las,0,0641,1,2,60,1,1|0641|2,56.16825245632287,0.9826302729528535,0.9518599562363238,1.0,0.9444437574754716
L1,060/0_0635_1_2_060_1.las,0,0635,1,2,60,1,1|0635|2,25.71361287223902,0.9577464788732394,0.9276485788113696,1.0,0.9204623116966693
L1,060/0_0640_1_2_060_1.las,0,0640,1,2,60,1,1|0640|2,40.99801483536896,0.9464475079533404,0.7857142857142857,1.0,0.8270803336140637
L1,060/0_0663_1_2_060_1.las,0,0663,1,2,60,1,1|0663|2,31.737955042110453,0.9425810119386014,0.79,1.0,0.8549358724445656
L1,060/0_0642_1_2_060_1.las,0,0642,1,2,60,1,1|0642|2,28.839587678792093,0.9667727112053728,0.8877400295420975,1.0,0.9517229954600676
L1,060/0_0446_1_2_060_1.las,0,0446,1,2,60,1,1|0446|2,46.067003315098205,0.946923076923077,0.7693236714975845,1.0,0.8531871355564301
L1,060/0_0649_1_2_060_1.las,0,0649,1,2,60,1,1|0649|2,19.28167627330721,0.9508333333333332,0.8546042003231018,1.0,0.9669248602108088
L1,060/0_0656_1_2_060_1.las,0,0656,1,2,60,1,1|0656|2,33.36966085280517,0.9683360258481422,0.9590395480225988,1.0,0.936781561193478
L1,060/0_0664_1_2_060_1.las,0,0664,1,2,60,1,1|0664|2,8.567261977712828,0.8952352767090855,0.8218451749734889,1.0,0.8954279923388802
L1,060/0_0662_1_2_060_1.las,0,0662,1,2,60,1,1|0662|2,9.526224562610436,0.8993646238983398,0.808298755186722,1.0,0.9374716000931408
L1,060/0_0648_1_2_060_1.las,0,0648,1,2,60,1,1|0648|2,17.08427743473138,0.9265687583444592,0.8744019138755981,1.0,0.928810759718258
L1,060/0_0658_1_2_060_1.las,0,0658,1,2,60,1,1|0658|2,20.62919822347312,0.946747556454331,0.9222395023328148,1.0,0.9642415800807164
L1,060/0_0670_1_2_060_1.las,0,0670,1,2,60,1,1|0670|2,23.709789442884656,0.9002433090024331,0.6985294117647058,0.9523809523809524,0.818281731182221
L1,060/0_0669_1_2_060_1.las,0,0669,1,2,60,1,1|0669|2,1039.913296691661,0.9990439770554492,1.0,1.0,0.9346146221140056
L1,060/0_0666_1_2_060_1.las,0,0666,1,2,60,1,1|0666|2,194.6104357074632,0.9951064350379252,1.0,1.0,0.8998425525118501
L1,060/0_0655_1_2_060_1.las,0,0655,1,2,60,1,1|0655|2,31.484676064746598,0.9594519015659956,0.908150064683053,1.0,0.9485138920406924
L1,060/0_0653_1_2_060_1.las,0,0653,1,2,60,1,1|0653|2,36.843706342330464,0.9696521095484826,0.9292929292929292,1.0,0.967445263237872
L1,060/0_0651_1_2_060_1.las,0,0651,1,2,60,1,1|0651|2,9.556658355185672,0.8512338425381903,0.6282495667244368,1.0,0.9494343800761932
L1,060/0_0674_1_2_060_1.las,0,0674,1,2,60,1,1|0674|2,25.706428244349745,0.911864406779661,0.695364238410596,1.0,0.8250310078083878
L1,060/0_0671_1_2_060_1.las,0,0671,1,2,60,1,1|0671|2,83.27785968860903,0.9629629629629628,0.849912739965096,1.0,0.8986800614570578
L1,060/0_0673_1_2_060_1.las,0,0673,1,2,60,1,1|0673|2,207.15332688679285,0.9730565371024736,0.8946360153256705,1.0,0.9149756788997137
L1,060/0_0677_1_2_060_1.las,0,0677,1,2,60,1,1|0677|2,61.187795922528736,0.9692149820420728,0.8799076212471132,1.0,0.8016975383882448
L1,060/0_0660_1_2_060_1.las,0,0660,1,2,60,1,1|0660|2,7.844266174324177,0.8845470692717584,0.764179104477612,1.0,0.9172792195287608
